ID,Hashrate,Reward
0,360924,2
1,248367,5
2,585740,8
3,335182,5
4,230024,3
5,359906,6
6,220994,3
7,277622,4
8,268161,8
9,566056,11
10,433874,4
11,372964,6
12,295022,7
13,423647,6
14,322755,7
15,125221,1
16,207035,3
17,194954,2
18,385367,3
19,401184,4
20,250366,4
21,513060,7
22,267635,3
23,281583,2
24,251010,8
25,397847,7
26,295629,4
27,501159,9
28,220223,5
29,307834,1
30,526581,8
31,147042,1
32,331355,8
33,385078,4
34,350466,4
35,472343,11
36,18254,0
37,309922,3
38,104000,2
39,395351,6
40,381147,6
41,183252,2
42,391626,2
43,106864,1
44,262880,3
45,35854,2
46,375637,8
47,362353,2
48,329070,2
49,261733,3
50,367873,4
51,388793,4
52,230634,3
53,293414,2
54,226314,4
55,228820,2
56,76051,2
57,187594,3
58,106322,1
59,419087,6
60,433924,6
61,411958,9
62,310322,2
63,466021,6
64,327696,6
65,182268,5
66,155864,3
67,461783,13
68,197204,4
69,215661,3
70,463129,3
71,404139,4
72,405316,4
73,278754,3
74,311462,3
75,357246,9
76,340795,2
77,128868,0
78,259767,2
79,96068,0
80,389441,5
81,202349,2
82,416585,3
83,65794,2
84,234179,2
85,335048,2
86,377558,3
87,223281,0
88,62506,2
89,266724,4
90,276742,6
91,465614,7
92,131087,0
93,317458,3
94,221019,5
95,293055,4
96,451271,7
97,302049,4
98,186827,2
99,363658,2
100,297024,3
101,63140,0
102,389551,4
103,201646,3
104,383472,11
105,404489,4
106,503007,7
107,392213,8
108,203166,3
109,268007,5
110,413316,10
111,76353,0
112,332523,4
113,329340,4
114,352608,4
115,140458,3
116,321774,10
117,403433,5
118,445940,9
119,264022,3
120,284925,3
121,145805,2
122,383399,4
123,270378,6
124,300343,1
125,206079,2
126,288457,3
127,302012,5
128,152926,2
129,301761,10
130,412526,11
131,352089,4
132,297554,7
133,249157,1
134,259757,2
135,194144,0
136,333366,4
137,252804,3
138,387546,8
139,279521,4
140,401809,9
141,232007,5
142,436158,7
143,473133,13
144,449096,11
145,239448,8
146,323336,5
147,353354,8
148,131086,6
149,290201,6
150,426369,7
151,164334,4
152,262533,6
153,246896,4
154,348941,4
155,392689,3
156,219708,4
157,359580,5
158,344219,3
159,480327,8
160,282071,4
161,378907,5
162,353492,4
163,198104,3
164,188208,4
165,259159,4
166,333683,2
167,330102,4
168,323214,5
169,501704,9
170,361587,4
171,451461,2
172,186679,1
173,245690,0
174,307728,10
175,547151,5
176,419210,3
177,285117,4
178,301796,2
179,241119,10
180,263907,7
181,266162,3
182,261023,5
183,402142,8
184,117093,2
185,324424,6
186,282147,9
187,507308,12
188,117850,1
189,107794,4
190,160708,1
191,257186,3
192,480302,7
193,321772,7
194,281406,2
195,260103,1
196,247955,6
197,205660,0
198,351307,5
199,177910,3
200,423832,5
201,437564,5
202,201875,3
203,338736,4
204,275300,4
205,275243,2
206,317404,3
207,196609,2
208,542482,9
209,259901,1
210,296541,5
211,218552,3
212,238528,4
213,153440,1
214,198089,7
215,232575,4
216,33624,0
217,240550,5
218,334052,5
219,256423,2
220,534949,10
221,425467,4
222,379393,2
223,169510,5
224,415279,1
225,411757,7
226,478555,2
227,129976,2
228,368176,8
229,396154,7
230,311200,4
231,289935,4
232,175569,3
233,336057,4
234,400001,8
235,424212,11
236,307322,0
237,397804,6
238,163436,1
239,254630,5
240,347282,3
241,94963,1
242,272418,4
243,283643,3
244,240666,9
245,515862,4
246,239327,4
247,364250,3
248,251159,7
249,292512,3
250,299555,6
251,315171,8
252,378707,7
253,465449,4
254,425727,1
255,380760,8
256,435118,2
257,242942,1
258,218778,2
259,381661,5
260,261994,2
261,202505,3
262,303976,2
263,327001,2
264,284105,8
265,249896,2
266,271581,5
267,319201,4
268,254125,3
269,361796,3
270,280250,2
271,368156,3
272,263148,6
273,139188,3
274,261242,5
275,414568,7
276,47347,0
277,394256,5
278,419834,4
279,468137,5
280,396129,5
281,379155,5
282,367497,5
283,190314,1
284,299450,4
285,414422,3
286,262242,6
287,244750,2
288,176798,0
289,329438,7
290,240442,3
291,482901,4
292,495573,7
293,314337,3
294,420848,10
295,222302,2
296,306252,1
297,158539,0
298,209342,2
299,321413,3
300,328097,6
301,153641,2
302,467278,1
303,267126,6
304,286783,1
305,191530,2
306,260489,5
307,362445,3
308,118221,1
309,44877,0
310,329176,3
311,38710,0
312,412077,6
313,298500,9
314,496422,7
315,233989,5
316,339697,2
317,230858,6
318,461743,4
319,516527,8
320,452139,4
321,136453,3
322,203268,2
323,353649,3
324,518308,9
325,107281,0
326,332423,4
327,301656,3
328,358513,2
329,241942,4
330,254596,3
331,232197,2
332,300500,9
333,382937,5
334,264748,2
335,550122,4
336,246527,3
337,282532,5
338,429223,6
339,250281,2
340,318329,1
341,58122,0
342,35087,0
343,88780,1
344,323614,3
345,448380,9
346,261476,4
347,368884,3
348,448518,5
349,313642,5
350,135081,1
351,377682,4
352,317454,1
353,284639,4
354,235658,1
355,434738,13
356,308091,5
357,330446,7
358,192331,1
359,332472,3
360,249421,1
361,303802,5
362,227439,7
363,390174,10
364,350688,3
365,260510,7
366,321690,4
367,190328,5
368,335674,3
369,387440,7
370,302850,4
371,265033,4
372,389199,11
373,476092,9
374,404516,9
375,400833,7
376,336987,2
377,499112,10
378,407553,7
379,271423,5
380,219946,2
381,136216,3
382,190776,2
383,336642,7
384,240164,4
385,388333,7
386,501646,12
387,244503,9
388,275944,4
389,327606,9
390,441778,8
391,163554,2
392,224919,3
393,310234,6
394,402780,8
395,206498,4
396,379642,8
397,276895,7
398,433720,6
399,383691,6
400,292286,1
401,187662,4
402,284286,6
403,326462,5
404,405888,8
405,254739,4
406,262654,5
407,266912,2
408,420925,9
409,403829,1
410,311345,5
411,196962,1
412,327610,3
413,124303,2
414,445729,7
415,243447,4
416,601808,8
417,261246,4
418,291565,6
419,354444,7
420,205047,3
421,252801,4
422,473955,11
423,121821,2
424,208422,4
425,392004,5
426,219080,6
427,278684,3
428,222234,6
429,256286,3
430,254646,4
431,487061,6
432,456668,6
433,289169,11
434,406171,4
435,228398,4
436,290751,4
437,361975,5
438,383632,4
439,286168,3
440,209729,4
441,112534,1
442,348766,1
443,321526,5
444,393529,6
445,273602,4
446,215199,7
447,160040,1
448,365800,4
449,260610,7
450,286698,2
451,102043,1
452,285358,1
453,241719,3
454,281232,3
455,78457,1
456,338351,3
457,291430,5
458,316963,2
459,276774,4
460,216722,2
461,286311,4
462,500501,7
463,125942,0
464,236167,3
465,413185,11
466,408026,7
467,277384,6
468,342867,12
469,264238,5
470,237893,3
471,345310,3
472,346015,7
473,268932,0
474,293713,2
475,119799,2
476,378729,7
477,307418,5
478,239528,5
479,409630,9
480,304424,5
481,280296,3
482,228633,2
483,351795,3
484,183626,5
485,300797,7
486,377683,12
487,173175,4
488,398015,8
489,158584,1
490,306672,3
491,275716,4
492,362714,3
493,426059,7
494,376262,1
495,169552,2
496,483061,7
497,357512,8
498,214172,4
499,375237,5
500,286492,2
501,393137,11
502,178247,1
503,274723,3
504,418354,5
505,294595,3
506,210305,0
507,357586,2
508,276741,5
509,168222,1
510,170956,3
511,276359,4
512,338170,4
513,207279,4
514,336477,7
515,387847,8
516,396731,6
517,319882,5
518,394519,7
519,319741,6
520,317261,5
521,309886,9
522,256013,3
523,335143,2
524,217785,1
525,238062,6
526,333828,4
527,349756,3
528,284870,6
529,184609,7
530,356095,4
531,121770,2
532,314782,7
533,338697,3
534,480736,6
535,312080,5
536,212486,3
537,347172,5
538,398074,7
539,300182,2
540,210921,2
541,196301,2
542,128419,1
543,313730,2
544,369993,4
545,186544,0
546,380615,5
547,413386,3
548,312574,3
549,351030,4
550,146867,3
551,236749,2
552,209977,2
553,128059,2
554,319592,5
555,302679,4
556,403441,4
557,335853,2
558,324263,7
559,297783,2
560,319718,3
561,253055,9
562,382297,6
563,397748,6
564,204627,2
565,169635,1
566,345706,4
567,340173,7
568,287926,3
569,252063,5
570,172872,3
571,440106,3
572,278824,5
573,409094,7
574,291535,2
575,381772,4
576,452129,5
577,314918,1
578,297262,4
579,400330,3
580,241019,4
581,113155,1
582,474044,10
583,336284,2
584,427623,6
585,270511,2
586,442536,2
587,361783,1
588,280336,2
589,347318,2
590,160083,1
591,224237,2
592,268100,3
593,127951,2
594,244998,3
595,351895,2
596,383561,5
597,199200,3
598,263686,2
599,288441,4
600,415739,7
601,282146,1
602,270595,4
603,372274,4
604,560650,7
605,213428,1
606,367955,7
607,348009,10
608,332565,9
609,335904,7
610,151081,1
611,311971,0
612,354511,4
613,287185,8
614,5935,0
615,356247,5
616,199945,1
617,351578,6
618,379441,5
619,303478,3
620,179272,5
621,209119,3
622,299707,3
623,257817,5
624,288753,5
625,292431,5
626,266796,3
627,90969,2
628,383165,5
629,291476,5
630,266987,3
631,300802,5
632,389883,7
633,262341,7
634,306815,6
635,365272,7
636,399393,8
637,153409,1
638,436777,7
639,460394,4
640,355578,4
641,372270,3
642,122724,2
643,263588,3
644,127464,1
645,195610,7
646,184283,1
647,272848,3
648,483213,5
649,308813,5
650,391799,5
651,482063,5
652,306221,6
653,268762,4
654,304648,1
655,312049,10
656,370952,7
657,354270,7
658,320952,8
659,197683,2
660,278120,4
661,203952,4
662,240038,3
663,394606,4
664,365324,6
665,364127,7
666,211423,2
667,463294,11
668,374783,4
669,334007,1
670,277256,3
671,254506,2
672,288813,1
673,160356,2
674,215235,4
675,193526,3
676,359582,5
677,161317,1
678,267584,3
679,307874,5
680,140744,2
681,369660,2
682,302752,4
683,199235,3
684,373908,4
685,155497,1
686,478342,9
687,299226,4
688,268676,1
689,356519,6
690,346283,6
691,236644,4
692,294891,6
693,352649,10
694,306578,4
695,292854,7
696,304822,4
697,304303,6
698,165561,3
699,304086,5
700,284482,4
701,365850,3
702,148576,1
703,381288,7
704,324976,11
705,198018,2
706,414059,2
707,247009,5
708,400012,6
709,401408,9
710,259544,2
711,386347,8
712,224873,0
713,359237,4
714,334946,3
715,218270,4
716,202746,4
717,239331,3
718,272797,3
719,323542,5
720,415663,3
721,348550,6
722,224711,6
723,374583,4
724,158214,2
725,197393,2
726,193735,4
727,428708,2
728,228660,5
729,293807,7
730,329485,3
731,280480,3
732,222937,5
733,234546,1
734,291712,5
735,319957,3
736,386070,6
737,321197,4
738,422633,4
739,265579,5
740,362153,5
741,427008,2
742,46258,0
743,284094,5
744,233047,3
745,359989,8
746,344723,3
747,282359,2
748,283371,5
749,228431,1
750,118174,2
751,168686,0
752,364030,7
753,249068,4
754,343391,4
755,201304,5
756,174755,6
757,361537,7
758,248368,4
759,215483,2
760,398109,6
761,475904,8
762,344108,6
763,304758,4
764,258157,3
765,372525,4
766,245377,3
767,498221,6
768,382719,5
769,91217,1
770,229155,3
771,316972,8
772,217890,1
773,445446,11
774,309663,3
775,313438,5
776,271258,8
777,305499,2
778,339729,5
779,280419,8
780,450501,6
781,244991,7
782,396200,4
783,377274,11
784,293966,3
785,289554,4
786,207708,1
787,508426,4
788,392628,5
789,209077,2
790,149035,3
791,374638,4
792,240660,4
793,96330,2
794,280588,4
795,331209,5
796,437232,8
797,357715,8
798,243460,5
799,227572,6
800,351324,7
801,447189,9
802,426502,8
803,295812,6
804,268065,4
805,155555,3
806,228269,1
807,191213,4
808,459392,8
809,208908,3
810,356592,5
811,322445,5
812,280188,1
813,486321,6
814,314729,6
815,344750,3
816,456515,9
817,338252,9
818,302256,9
819,241867,2
820,261501,3
821,187004,2
822,289976,4
823,280964,4
824,399722,8
825,287973,4
826,342615,5
827,434299,10
828,328568,2
829,290014,6
830,318541,4
831,274287,7
832,392606,5
833,150087,3
834,285997,4
835,274985,5
836,273579,2
837,424752,4
838,100225,3
839,226579,1
840,370058,3
841,129484,6
842,269839,1
843,177770,3
844,341807,4
845,86012,0
846,469775,6
847,196726,4
848,250104,4
849,259401,6
850,209745,2
851,427735,1
852,364044,4
853,470458,8
854,216313,1
855,352463,8
856,229766,4
857,220775,4
858,388546,5
859,336514,5
860,354634,3
861,414459,8
862,331868,4
863,401085,7
864,412516,8
865,218539,2
866,371455,4
867,381202,9
868,182693,1
869,309356,6
870,314093,4
871,413734,6
872,364173,5
873,286478,1
874,583459,11
875,320656,8
876,175082,2
877,226823,4
878,316832,3
879,145792,2
880,491121,10
881,214081,7
882,239058,7
883,218294,4
884,230452,6
885,463583,5
886,217087,3
887,450663,7
888,334685,5
889,276246,8
890,318817,4
891,408957,3
892,240412,1
893,244716,3
894,223245,5
895,176007,2
896,155582,2
897,464164,6
898,212041,3
899,350228,1
900,235055,0
901,312083,9
902,123401,3
903,219415,5
904,398857,3
905,161596,4
906,300075,1
907,242373,4
908,38855,3
909,308231,4
910,327058,4
911,449133,9
912,139288,1
913,297611,4
914,306202,5
915,226414,5
916,606542,10
917,394347,7
918,420244,5
919,304864,2
920,357617,4
921,378987,4
922,206597,3
923,219972,2
924,197404,1
925,220423,1
926,155401,2
927,291307,2
928,266328,4
929,325426,9
930,467010,5
931,338028,6
932,178483,3
933,428833,7
934,344480,3
935,265538,8
936,241052,5
937,212199,2
938,255720,3
939,162039,2
940,476111,6
941,402973,4
942,377105,2
943,359833,5
944,249400,2
945,466074,5
946,324583,4
947,151895,1
948,400895,9
949,355814,6
950,335430,8
951,223599,4
952,245899,5
953,340439,9
954,139819,0
955,265365,5
956,308553,2
957,324257,8
958,285894,3
959,208695,4
960,329595,2
961,194433,2
962,325081,3
963,293313,9
964,298792,4
965,321316,3
966,301691,3
967,417253,2
968,239375,4
969,242985,1
970,390656,6
971,170193,1
972,306494,4
973,260383,0
974,211240,1
975,235181,2
976,423768,4
977,296619,3
978,332875,7
979,390739,3
980,229021,1
981,182062,4
982,371221,5
983,249958,5
984,395015,3
985,405971,3
986,369492,8
987,232738,4
988,369580,2
989,324318,5
990,392369,7
991,390309,4
992,306889,5
993,304590,6
994,257658,4
995,237778,2
996,287689,4
997,252950,5
998,87865,1
999,194074,0
